"","carat","cut","color","clarity","depth","table","price","x","y","z"
"7865",1,"Good","E","SI2",62.1,61,4307,6.36,6.4,3.96
"25859",2.04,"Good","F","SI2",64,57,14936,8.04,7.98,5.13
"16704",0.32,"Ideal","J","VS1",61.3,57,421,4.41,4.43,2.71
"31708",0.31,"Premium","G","VS1",59.9,59,770,4.44,4.41,2.65
"3848",0.74,"Very Good","D","VS2",59.8,58,3476,5.9,5.94,3.54
"33051",0.3,"Ideal","F","VVS1",62.5,57,814,4.26,4.29,2.67
"37251",0.4,"Very Good","D","VVS2",58.4,60,977,4.81,4.84,2.82
"48538",0.7,"Premium","D","SI2",60.8,61,1987,5.69,5.64,3.45
"21017",1.23,"Ideal","G","VS1",62.1,57,9230,6.87,6.79,4.24
"30648",0.4,"Ideal","I","VS1",61.5,59,736,4.72,4.75,2.91
"2721",0.26,"Ideal","E","VVS2",62.5,55,564,4.07,4.09,2.55
"3544",0.73,"Ideal","D","VS2",62.7,53,3412,5.76,5.79,3.62
"8537",1.05,"Very Good","G","SI1",59.1,57,4429,6.63,6.73,3.95
"1568",0.73,"Ideal","H","VVS1",61.6,57,3005,5.81,5.78,3.57
"12572",1.01,"Premium","E","SI1",61.8,60,5279,6.36,6.4,3.94
"6906",1.04,"Ideal","I","SI1",63,56,4135,6.49,6.39,4.06
"53099",0.77,"Premium","E","SI2",61.7,61,2614,5.93,5.9,3.65
"46679",0.59,"Ideal","E","SI1",62.9,57,1789,5.36,5.33,3.36
"22222",1.57,"Ideal","I","VS2",62.7,56,10278,7.36,7.4,4.63
"51677",0.71,"Premium","H","VS1",62.8,58,2398,5.7,5.67,3.57
"16961",1.2,"Ideal","I","VS1",62.8,55,6774,6.79,6.75,4.25
"39432",0.41,"Premium","F","VS1",62.4,60,1076,4.77,4.71,2.96
"35313",0.36,"Ideal","F","VVS2",61.5,56,896,4.58,4.61,2.82
"15418",1.49,"Ideal","F","I1",62.6,54,6175,7.31,7.28,4.57
"52760",0.81,"Very Good","H","SI1",59.1,57,2562,6.09,6.16,3.62
"29091",0.36,"Ideal","G","SI1",62.7,55,689,4.59,4.54,2.86
"19217",1.51,"Good","I","SI2",63.6,60,7957,7.27,7.23,4.61
"53266",0.7,"Premium","F","VS2",63,61,2648,5.64,5.59,3.54
"9181",1.04,"Ideal","H","SI2",61.7,57,4543,6.54,6.49,4.02
"30679",0.4,"Premium","E","SI1",60.1,59,737,4.76,4.82,2.88
"18549",1.18,"Ideal","F","VS2",62,57,7560,6.82,6.77,4.21
"2573",0.82,"Premium","E","SI1",61.2,61,3211,5.98,5.95,3.65
"5591",1.17,"Good","D","SI2",57.4,59,3866,7.02,6.95,4.01
"26438",2.02,"Ideal","H","SI2",63,57,15974,8.01,8.06,5.06
"12113",1.01,"Ideal","G","SI1",62.2,55,5166,6.44,6.46,4.01
"53774",0.7,"Ideal","D","SI1",62.5,55,2726,5.68,5.72,3.56
"45173",0.53,"Very Good","G","VS1",59.6,58,1655,5.24,5.31,3.15
"38210",0.43,"Ideal","F","SI1",61.7,54,1016,4.9,4.86,3.01
"32860",0.31,"Very Good","F","VVS1",61.3,56,808,4.35,4.37,2.67
"30580",0.31,"Ideal","D","VS2",61.9,56,734,4.37,4.38,2.71
"45252",0.54,"Good","E","VS2",63.3,55,1660,5.2,5.26,3.31
"23855",1.52,"Ideal","H","VS1",60.1,60,11946,7.54,7.51,4.52
"36192",0.4,"Ideal","G","VVS2",61.9,55,931,4.72,4.75,2.93
"49534",0.78,"Very Good","H","SI2",62.9,55,2125,5.83,5.87,3.68
"5935",0.9,"Fair","D","SI1",66.1,55,3945,5.98,5.92,3.93
"35091",0.3,"Ideal","F","IF",62.1,57,886,4.29,4.31,2.67
"18669",1.04,"Premium","F","VS1",59.4,60,7632,6.58,6.56,3.9
"51397",0.73,"Very Good","I","VS2",62.2,57,2369,5.75,5.76,3.58
"24952",1.55,"Ideal","H","IF",61.4,57,13421,7.42,7.47,4.57
"36375",0.59,"Premium","G","I1",59.7,59,940,5.48,5.45,3.26
"30285",0.34,"Premium","F","SI2",60,58,447,4.55,4.58,2.74
"52595",0.7,"Ideal","H","VVS1",62,57,2541,5.66,5.7,3.52
"24593",1.51,"Very Good","G","VS2",63.5,59,12906,7.2,7.13,4.55
"15474",1,"Very Good","D","SI1",60.3,58,6196,6.44,6.49,3.9
"47606",0.51,"Ideal","H","IF",62,54,1879,5.14,5.18,3.2
"32250",0.31,"Ideal","H","IF",62.2,54,789,4.38,4.4,2.73
"25050",0.38,"Premium","I","SI2",60,59,641,4.71,4.69,2.82
"9147",1.11,"Ideal","H","SI2",63.5,60,4538,6.58,6.49,4.15
"53909",0.7,"Very Good","E","SI1",61.2,57,2753,5.68,5.73,3.49
"11061",0.34,"Ideal","D","SI1",60.9,56,596,4.53,4.56,2.76
"42915",0.51,"Good","D","SI1",58.7,58,1363,5.21,5.25,3.07
"52150",0.71,"Very Good","H","SI1",61.5,56,2471,5.71,5.75,3.53
"49468",0.54,"Very Good","D","VS2",60.7,57,2113,5.24,5.29,3.2
"51340",0.79,"Premium","H","VS2",61.1,59,2362,5.96,5.93,3.63
"25994",2,"Premium","J","VVS2",63,59,15214,8,7.97,5.03
"53215",0.7,"Ideal","F","SI1",61.8,53,2635,5.7,5.75,3.54
"16283",1.53,"Premium","H","SI2",61.5,60,6512,7.46,7.39,4.56
"3099",1.02,"Ideal","G","I1",61.5,56,3321,6.46,6.49,3.98
"44664",0.24,"Ideal","I","VVS2",61.5,56,523,4.02,4.05,2.48
"51944",0.7,"Premium","F","SI1",61.6,58,2441,5.7,5.73,3.52
"40838",0.41,"Good","F","VVS2",58.6,60,1172,4.83,4.87,2.84
"8028",1.06,"Ideal","I","SI1",62.8,56,4333,6.52,6.47,4.08
"20997",1.12,"Ideal","G","VVS2",61.9,57,9214,6.62,6.66,4.11
"26752",2.24,"Very Good","I","SI2",61.7,57.7,16558,8.37,8.43,5.18
"47219",0.5,"Premium","F","VS1",61.8,60,1838,5.1,5.06,3.14
"16268",1.32,"Premium","H","VS2",61.5,59,6505,7.04,7.01,4.32
"42246",0.57,"Ideal","H","SI1",61.8,55,1292,5.31,5.37,3.3
"12840",1.04,"Very Good","G","VS2",61.4,63,5353,6.51,6.55,4.01
"3228",0.72,"Ideal","G","VVS2",62,55,3352,5.72,5.76,3.56
"24590",1.51,"Premium","F","VS2",61.8,56,12899,7.46,7.32,4.57
"14729",0.3,"Good","G","VS1",63.1,56,605,4.24,4.26,2.68
"40831",0.53,"Ideal","G","SI2",61.6,55,1171,5.2,5.25,3.22
"10127",1,"Very Good","E","SI1",61,61,4719,6.4,6.45,3.92
"42478",0.5,"Very Good","D","SI1",61.6,59,1318,5.12,5.14,3.16
"50009",0.57,"Ideal","H","IF",62.2,56,2195,5.3,5.33,3.3
"53923",0.7,"Very Good","D","VS1",63.1,59,2755,5.67,5.58,3.55
"34266",0.31,"Premium","J","SI1",60.9,60,465,4.38,4.36,2.66
"53404",0.58,"Premium","F","VS1",61.1,59,2668,5.39,5.35,3.28
"53070",0.75,"Ideal","E","SI2",61.7,55,2609,5.9,5.86,3.63
"19220",1.09,"Ideal","G","VS2",62.2,55,7961,6.61,6.65,4.13
"3681",0.51,"Ideal","D","IF",62,56,3446,5.14,5.18,3.2
"7762",1.1,"Very Good","J","SI2",61.8,58,4283,6.6,6.63,4.09
"28392",0.33,"Premium","H","VS2",62,59,668,4.44,4.4,2.74
"38007",0.32,"Ideal","G","VVS1",61.8,56,1008,4.41,4.39,2.72
"32019",0.32,"Very Good","F","VVS2",62.3,57,778,4.38,4.41,2.73
"40022",0.32,"Ideal","E","VVS2",62.4,56,1109,4.43,4.39,2.75
"32429",0.4,"Ideal","G","VS2",62.4,54,792,4.74,4.75,2.96
"37574",0.4,"Ideal","F","VVS2",60.1,57,990,4.78,4.83,2.89
"7760",1.03,"Ideal","J","VS2",61.6,57,4283,6.52,6.47,4
"33807",0.4,"Good","I","VVS1",63.3,57,842,4.67,4.71,2.97
"29046",0.4,"Very Good","E","SI1",61.4,58,687,4.77,4.81,2.94
"47071",0.52,"Ideal","D","VS2",61.5,56,1822,5.15,5.19,3.18
"4322",0.9,"Very Good","G","SI1",61.6,59,3597,6.13,6.19,3.8
"34204",0.33,"Premium","F","VS2",61.9,57,854,4.44,4.42,2.74
"34428",0.3,"Ideal","G","IF",61.4,57,863,4.3,4.33,2.65
"49513",0.7,"Fair","F","SI1",66,56,2121,5.59,5.56,3.68
"47402",0.5,"Ideal","D","SI1",61.8,55,1848,5.11,5.15,3.17
"25342",1.58,"Ideal","F","VS2",60,57,14044,7.58,7.52,4.53
"13508",1.01,"Premium","D","SI1",61.8,60,5543,6.37,6.35,3.93
"9343",1,"Good","I","VS1",63.9,56,4581,6.37,6.18,4.01
"834",0.82,"Ideal","F","SI2",62.3,56,2867,5.99,5.95,3.72
"22358",0.31,"Ideal","H","VS2",62.2,55,628,4.37,4.35,2.71
"41853",0.44,"Ideal","H","IF",62,57,1255,4.87,4.91,3.02
"37967",0.41,"Very Good","F","VS1",60.8,58,1007,4.76,4.82,2.91
"32162",0.34,"Ideal","D","VS1",61.2,58,787,4.45,4.5,2.74
"37259",0.31,"Premium","H","IF",60.4,58,977,4.43,4.41,2.67
"33946",0.31,"Ideal","H","SI1",61.8,54,464,4.34,4.36,2.69
"36688",0.39,"Premium","E","VS2",61.4,58,951,4.73,4.68,2.89
"22928",1.57,"Ideal","I","VS2",60.4,58,10964,7.55,7.59,4.57
"25895",1.82,"Very Good","G","SI1",62.7,58,15025,7.68,7.75,4.84
"18436",1.37,"Ideal","I","VS2",61.3,56,7500,7.15,7.18,4.39
"14843",1.24,"Ideal","I","SI1",62.4,57,5976,6.89,6.87,4.29
"4601",1.01,"Premium","J","SI2",61.9,59,3658,6.38,6.34,3.94
"12646",1.01,"Fair","G","VS2",68.9,60,5294,6.06,6.02,4.17
"12657",1.25,"Premium","J","VS2",62.2,59,5299,6.86,6.88,4.27
"47998",0.37,"Good","H","SI1",63.2,57,533,4.54,4.58,2.88
"34129",0.47,"Very Good","J","VS1",63,60,854,4.92,4.95,3.11
"24331",2.02,"Ideal","J","SI1",62.4,56,12591,8.03,8.19,5.06
"23965",1.7,"Ideal","I","VS1",60.1,57,12099,7.8,7.77,4.68
"9789",1.01,"Very Good","D","SI1",62.4,58,4666,6.39,6.47,4.01
"27871",0.42,"Good","H","SI1",63.6,57,653,4.74,4.79,3.03
"25430",1.81,"Very Good","I","VS1",59.9,61,14177,7.85,7.91,4.72
"20493",1.5,"Very Good","E","SI2",62.7,56,8827,7.33,7.38,4.61
"53602",0.75,"Fair","F","SI1",64.6,57,2700,5.7,5.67,3.67
"30683",0.3,"Very Good","G","VVS1",62.6,62,737,4.21,4.26,2.65
"36729",0.32,"Very Good","G","IF",61.8,55,954,4.39,4.45,2.73
"31666",0.26,"Ideal","F","IF",60.9,55,768,4.15,4.23,2.55
"5073",0.9,"Fair","F","VS1",65.7,59,3750,5.96,5.92,3.9
"24770",1.58,"Premium","G","VS2",62.6,59,13132,7.47,7.44,4.67
"7332",0.91,"Very Good","G","VS1",63.4,54,4209,6.24,6.07,3.9
"33739",0.38,"Very Good","G","VS1",63.5,59,840,4.58,4.61,2.92
"25727",2.03,"Very Good","E","SI2",63.1,56,14646,8.01,7.99,5.05
"35919",0.43,"Ideal","H","SI1",62.5,57,919,4.84,4.79,3.01
"10483",1.25,"Ideal","I","VS2",60,57,4795,7.07,7.02,4.23
"46595",0.54,"Ideal","F","VS2",60.1,56,1786,5.31,5.28,3.18
"7726",0.26,"Premium","E","VS1",61.9,58,580,4.11,4.1,2.54
"5789",1.01,"Premium","F","SI2",61.1,57,3903,6.48,6.44,3.95
"40900",0.47,"Very Good","H","VS2",57.2,60,1178,5.18,5.21,2.97
"3729",0.3,"Good","E","VS1",63.2,57,568,4.26,4.29,2.7
"31184",0.32,"Ideal","D","SI1",62,55,756,4.47,4.37,2.74
"5363",1.01,"Fair","G","SI2",58.7,67,3816,6.52,6.56,3.84
"40106",0.33,"Premium","G","VVS1",62.1,58,1114,4.43,4.4,2.74
"30949",0.32,"Premium","H","SI1",61.3,60,449,4.36,4.42,2.69
"23317",1.7,"Premium","I","VS2",61.2,59,11360,7.62,7.55,4.64
"9510",0.9,"Premium","D","SI1",62.2,58,4612,6.18,6.11,3.82
"700",0.78,"Very Good","H","VS1",61.9,57.1,2854,5.87,5.95,3.66
"16964",1,"Good","E","VS2",63.1,56,6776,6.37,6.41,4.03
"2348",1.03,"Premium","H","I1",61.1,60,3172,6.46,6.51,3.96
"29102",0.34,"Premium","I","VS1",61,60,689,4.51,4.48,2.74
"8071",1.01,"Ideal","I","SI2",62.4,57,4336,6.37,6.41,3.99
"51817",0.64,"Ideal","F","VS2",62.3,56,2419,5.51,5.53,3.44
"8917",1.07,"Premium","H","VS1",60.5,61,4494,6.67,6.59,4.01
"49856",0.67,"Premium","H","VVS2",60.6,61,2171,5.65,5.61,3.41
"27186",2.44,"Very Good","J","SI1",62.9,53,17472,8.58,8.62,5.41
"2913",0.8,"Premium","F","VS2",62.4,59,3285,5.92,5.85,3.67
"28520",0.34,"Very Good","H","VVS2",63.1,57,674,4.41,4.49,2.81
"23083",1.34,"Ideal","H","IF",60.9,57,11109,7.09,7.19,4.35
"33334",0.41,"Very Good","G","VS2",59.8,61,827,4.78,4.82,2.87
"49978",0.29,"Very Good","G","VVS2",60.2,59,541,4.27,4.3,2.58
"52412",0.7,"Very Good","G","VS1",60.8,56,2512,5.72,5.76,3.49
"53313",0.72,"Ideal","I","VS2",61.7,56,2650,5.73,5.78,3.55
"32125",0.4,"Good","F","VS2",62.2,61,784,4.71,4.74,2.94
"233",0.72,"Very Good","F","VS2",63.6,58,2787,5.66,5.69,3.61
"7262",1.01,"Good","F","SI1",64.2,58,4199,6.31,6.33,4.06
"53130",0.62,"Premium","E","VVS2",62,56,2618,5.48,5.42,3.38
"10860",1.03,"Ideal","H","VS1",61.5,57,4874,6.49,6.45,3.98
"44055",0.52,"Very Good","F","VS2",61.9,59,1550,5.11,5.14,3.17
"27762",0.32,"Ideal","H","VS2",61.3,55,648,4.44,4.4,2.71
"5316",1.11,"Premium","G","SI2",62.5,57,3804,6.54,6.49,4.07
"16337",1.01,"Very Good","F","VS2",63.1,60,6533,6.39,6.36,4.02
"44084",0.6,"Very Good","F","SI1",60,61,1554,5.48,5.52,3.3
"22224",1.54,"Very Good","H","SI1",62.2,58,10279,7.32,7.45,4.59
"52341",0.71,"Premium","H","VVS2",61.9,59,2498,5.73,5.7,3.54
"41328",0.31,"Ideal","E","IF",62.5,56,1214,4.34,4.37,2.72
"44863",0.51,"Very Good","H","VS1",62.3,56,1628,5.1,5.13,3.18
"33737",0.33,"Ideal","D","VS1",61,56,839,4.45,4.47,2.72
"36652",0.35,"Premium","J","VS1",62.4,58,949,5.67,5.64,3.53
"29406",0.33,"Ideal","G","VS1",61.6,57,699,4.46,4.49,2.75
"22952",1.59,"Premium","G","SI1",62.1,58,10996,7.45,7.43,4.62
"18263",1.51,"Premium","J","VS2",59.6,60,7418,7.48,7.58,4.49
"37297",0.39,"Ideal","G","VVS1",62,56,978,4.66,4.7,2.9
"39344",0.38,"Ideal","E","VVS2",61.9,53.8,1073,4.66,4.7,2.9
"45957",0.56,"Ideal","F","VS2",62.1,57,1723,5.28,5.29,3.28
"11935",1.09,"Ideal","E","SI2",61.9,55,5127,6.64,6.6,4.1
"30700",0.4,"Very Good","H","VS2",59.1,61,737,4.81,4.84,2.85
"25646",1.51,"Ideal","G","VS1",61.6,56,14542,7.34,7.37,4.53
"1804",0.79,"Very Good","E","SI1",63.2,56,3053,5.91,5.83,3.71
"22332",1.4,"Very Good","G","VS2",62.2,61,10378,7.09,7.13,4.42
"43669",0.56,"Ideal","F","SI1",62.3,55,1436,5.27,5.32,3.3
"9847",1.22,"Ideal","J","SI2",61.2,57,4676,6.86,6.9,4.21
"16571",1.01,"Premium","G","VS1",60.2,59,6618,6.58,6.51,3.94
"53712",0.71,"Ideal","D","SI1",62.5,55,2719,5.69,5.74,3.57
"29729",0.31,"Very Good","G","VVS2",62.9,58,707,4.28,4.3,2.7
"19177",1.51,"Good","H","SI2",62.8,60,7929,7.22,7.26,4.55
"48444",0.51,"Ideal","G","VVS2",62.6,57,1974,5.12,5.1,3.2
"46887",0.54,"Premium","F","VS2",62.4,55,1814,5.23,5.19,3.25
"44613",0.53,"Ideal","E","SI1",62,56,1607,5.19,5.17,3.21
"24695",0.3,"Very Good","G","VVS2",60.4,60,638,4.3,4.34,2.61
"20267",1.71,"Premium","J","SI1",61.7,59,8690,7.63,7.7,4.73
"40565",0.41,"Ideal","G","VVS1",62.1,55,1151,4.74,4.79,2.96
"31585",0.35,"Ideal","E","VS2",62.5,55,767,4.5,4.52,2.82
"5816",0.73,"Ideal","G","VVS1",61.6,56,3913,5.76,5.79,3.56
"48624",0.59,"Very Good","F","SI1",63.4,54,2000,5.35,5.4,3.41
"12203",1.23,"Very Good","I","SI2",62.6,59,5191,6.78,6.86,4.27
"30978",0.37,"Premium","F","VS2",59.7,59,746,4.64,4.68,2.78
"35443",0.32,"Ideal","E","VS2",62.6,53,900,4.38,4.37,2.74
"33801",0.4,"Very Good","F","VS2",62.9,57,842,4.69,4.72,2.96
"43161",0.42,"Ideal","F","VVS1",62,55,1389,4.84,4.81,2.99
"47214",0.5,"Ideal","H","VVS1",60.6,55,1838,5.17,5.13,3.12
"23313",1.5,"Very Good","D","SI1",63.5,57,11352,7.23,7.28,4.61
"40411",0.55,"Premium","E","SI2",58.4,61,1134,5.37,5.31,3.12
"19994",1.01,"Ideal","F","VVS2",61.8,56,8532,6.46,6.49,4
"8561",0.9,"Ideal","D","SI1",61.9,55,4435,6.22,6.18,3.84
"10939",1.01,"Very Good","F","SI1",61,61,4899,6.44,6.47,3.94
"51279",0.58,"Ideal","E","VS1",60.8,57,2359,5.42,5.41,3.29
"42069",0.5,"Ideal","D","SI1",62.7,57,1272,5.06,5.08,3.18
"23416",1.5,"Ideal","F","SI1",62,53,11405,7.32,7.29,4.53
"47106",0.61,"Premium","H","VVS2",62.4,59,1827,5.4,5.43,3.38
"26681",0.3,"Very Good","J","VS1",59.5,60,427,4.39,4.45,2.63
"48182",0.54,"Premium","H","VVS1",62,57,1944,5.25,5.2,3.24
"48809",0.56,"Ideal","D","VS1",60.4,56,2026,5.36,5.33,3.23
"41533",0.42,"Good","G","VVS1",63.6,55,1235,4.78,4.75,3.03
"33868",0.3,"Ideal","E","VS2",61.8,56,844,4.33,4.31,2.67
"40523",0.51,"Ideal","F","SI2",61.3,57,1146,5.16,5.19,3.17
"25559",2.15,"Ideal","I","SI2",61.7,55,14388,8.24,8.43,5.14
"8892",1.17,"Ideal","I","SI2",62.2,56,4488,6.72,6.79,4.2
"46875",0.53,"Premium","E","VS2",61.6,57,1813,5.21,5.18,3.2
"51805",0.7,"Premium","G","SI1",60.5,57,2415,5.75,5.68,3.46
"28144",0.3,"Ideal","G","VVS2",62.6,53,665,4.31,4.35,2.71
"46869",0.53,"Ideal","G","VS1",62.7,55,1813,5.18,5.16,3.24
"7511",0.9,"Ideal","D","SI2",60.8,56,4241,6.24,6.26,3.8
"35944",0.3,"Ideal","F","SI1",61.9,56,475,4.3,4.32,2.67
"3535",0.72,"Ideal","E","VS1",61.2,56,3409,5.78,5.83,3.55
"22667",1.31,"Ideal","E","VS1",61.7,55,10711,7.11,7.05,4.37
"42667",0.44,"Ideal","E","VVS2",60.7,57,1334,4.92,4.9,2.98
"25658",1.77,"Very Good","D","SI1",59.2,61,14561,7.86,7.98,4.69
"14224",1.2,"Ideal","I","VS1",59.3,57,5765,6.95,7.04,4.15
"44027",0.51,"Premium","E","SI1",62.5,57,1546,5.09,5.06,3.17
"6462",0.71,"Ideal","E","VS1",61.1,57,4053,5.74,5.78,3.52
"18068",2.01,"Fair","F","I1",58.7,66,7294,8.3,8.19,4.84
"10148",1.25,"Good","I","SI2",63.9,56,4725,6.81,6.77,4.34
"18775",1.02,"Premium","F","VS1",62.8,58,7677,6.44,6.4,4.03
"51573",0.63,"Premium","G","VS2",60.4,58,2391,5.6,5.59,3.38
"22195",1.21,"Ideal","G","VVS1",60.2,57,10232,7.02,6.94,4.2
"42823",0.52,"Ideal","G","SI1",60.4,57,1354,5.23,5.27,3.17
"13339",1.19,"Premium","D","SI2",58.8,58,5504,7.04,6.9,4.1
"47578",0.54,"Ideal","H","VVS1",61.3,56,1875,5.23,5.27,3.22
"28651",0.3,"Ideal","E","SI1",61.6,57,675,4.32,4.29,2.65
"27252",1.7,"Ideal","F","VS2",61.3,54,17662,7.72,7.67,4.72
"11164",1.04,"Premium","G","SI1",62.6,55,4948,6.49,6.42,4.04
"14313",1.01,"Fair","D","VS2",59.1,68,5797,6.56,6.44,3.84
"41400",0.52,"Ideal","H","SI1",61,56,1223,5.2,5.23,3.18
"30640",0.36,"Ideal","I","IF",61.8,55,735,4.58,4.61,2.84
"31335",0.41,"Ideal","G","SI1",61.4,56,759,4.81,4.83,2.96
"48740",0.56,"Premium","G","VS1",59.9,60,2013,5.41,5.37,3.23
"39259",0.38,"Ideal","E","VS1",62.1,56,1069,4.65,4.62,2.88
"37315",0.38,"Ideal","E","VS1",62.6,53.5,979,4.61,4.66,2.9
"38018",0.39,"Premium","G","VS2",62.3,59,1009,4.69,4.65,2.91
"18671",1.19,"Ideal","H","VS2",62,54,7633,6.79,6.83,4.22
"26348",0.32,"Very Good","F","VS2",61.1,58,645,4.39,4.42,2.69
"10855",1.13,"Premium","H","SI2",62.3,57,4873,6.68,6.65,4.15
"37177",0.32,"Ideal","D","VS2",62.6,55,972,4.39,4.37,2.74
"27433",2.02,"Ideal","H","VS2",61.6,56,18050,8.17,8.12,5.02
"7423",0.71,"Very Good","E","VVS1",62.8,59,4228,5.66,5.71,3.57
"1766",0.75,"Very Good","D","SI1",59.7,62,3046,5.89,5.94,3.53
"39444",0.52,"Premium","G","SI2",58.4,62,1076,5.33,5.28,3.1
"34449",0.46,"Ideal","G","SI2",62.2,53,864,4.95,4.98,3.09
"27575",2.01,"Very Good","G","SI1",62.1,60,18398,7.94,8.03,4.96
"45075",0.52,"Ideal","E","VS2",61.5,56,1644,5.14,5.17,3.17
"36265",0.37,"Ideal","H","IF",61.8,55,936,4.65,4.67,2.88
"20486",1.05,"Ideal","D","VS1",60.5,57,8820,6.61,6.58,3.99
"1433",0.7,"Ideal","E","VS1",60.5,56,2973,5.74,5.79,3.49
"51147",0.7,"Ideal","F","SI1",61.8,58,2343,5.7,5.75,3.54
"10900",1.02,"Very Good","H","SI1",63.4,57,4884,6.42,6.36,4.05
"33753",0.31,"Ideal","F","VVS1",61,56,840,4.39,4.43,2.69
"37520",0.44,"Very Good","E","VS2",60.3,58,987,4.9,4.92,2.96
"19655",1.19,"Ideal","F","VS2",62,57,8265,6.76,6.78,4.2
"51027",0.76,"Fair","H","SI1",61.9,70,2328,5.84,5.77,3.59
"13336",0.9,"Very Good","F","VVS2",61,63,5504,6.13,6.09,3.73
"27665",2.12,"Premium","H","SI1",61.1,60,18656,8.18,8.26,5.02
"23568",2.09,"Good","J","VS2",57.2,64,11576,8.51,8.46,4.85
"45094",0.6,"Premium","G","SI1",61.9,61,1646,5.38,5.34,3.32
"31045",0.4,"Good","I","VVS2",59.7,62,750,4.75,4.79,2.85
"12733",1.23,"Ideal","I","SI2",61.2,58,5315,6.86,6.9,4.21
"6283",1.01,"Premium","F","SI2",62.5,61,4017,6.37,6.33,3.97
"6058",0.32,"Ideal","I","VS2",62.5,55,576,4.4,4.37,2.74
"8950",1.19,"Premium","I","SI2",60.1,59,4498,6.9,6.82,4.12
"39286",0.3,"Ideal","H","VS2",61.9,57,491,4.28,4.31,2.66
"40210",0.31,"Premium","F","IF",60.8,59,1122,4.39,4.36,2.66
"37160",0.32,"Premium","D","VS2",60.3,60,972,4.44,4.42,2.67
"49879",0.7,"Good","H","SI1",63.8,58,2176,5.66,5.59,3.59
"22855",1.01,"Premium","E","VVS1",61.6,58,10888,6.57,6.45,4.01
"48440",0.51,"Ideal","G","VVS2",61.3,57,1974,5.15,5.12,3.15
"32730",0.31,"Ideal","F","VS2",62.6,55,802,4.33,4.29,2.7
"49564",0.53,"Ideal","F","VVS2",61.6,55,2131,5.21,5.24,3.22
"3697",0.72,"Very Good","G","VVS2",60.1,60,3449,5.79,5.82,3.49
"46829",0.58,"Ideal","F","VS2",60.6,56,1809,5.41,5.44,3.29
"37894",0.41,"Very Good","G","VVS2",62.9,56,1007,4.7,4.74,2.97
"4715",0.28,"Very Good","E","VVS2",64,54,572,4.11,4.17,2.65
"24975",2.04,"Premium","J","VS2",61.4,59,13477,8.04,8.14,4.97
"18330",1.04,"Ideal","G","VS1",62.3,56,7457,6.45,6.49,4.03
"33592",0.37,"Premium","H","VS1",60.9,60,833,4.63,4.6,2.81
"540",0.7,"Ideal","H","VVS1",61.6,57,2827,5.69,5.74,3.52
"16722",0.32,"Ideal","F","VS2",60.9,56,610,4.41,4.45,2.7
"18442",1.11,"Very Good","G","VS1",61.5,57.6,7503,6.66,6.7,4.11
"3026",0.66,"Very Good","E","VVS1",61.8,55,3309,5.6,5.66,3.48
"9057",0.34,"Ideal","I","SI1",61.9,57,589,4.48,4.44,2.76
"17739",1.7,"Premium","I","SI2",61.7,56,7140,7.66,7.57,4.7
"9944",1.01,"Ideal","H","SI2",62.4,57,4693,6.36,6.43,3.99
"38168",0.34,"Ideal","G","IF",60.1,57,1014,4.54,4.58,2.74
