"","carat","cut","color","clarity","depth","table","price","x","y","z"
"5254",0.59,"Ideal","D","VVS1",62.3,54,3791,5.36,5.39,3.35
"9869",1.03,"Ideal","G","SI1",62.4,57,4679,6.47,6.52,4.05
"26553",2.32,"Premium","F","SI2",62.5,59,16237,8.51,8.44,5.3
"48857",0.5,"Ideal","D","VS1",62.4,53.7,2033,5.08,5.12,3.18
"43328",0.54,"Very Good","F","SI1",60.2,56,1404,5.28,5.39,3.21
"8346",1.02,"Very Good","E","SI2",62.8,55,4398,6.4,6.43,4.03
"31722",0.4,"Very Good","J","VVS1",61.2,55,772,4.75,4.8,2.92
"10570",0.94,"Premium","D","SI1",60.7,60,4817,6.32,6.27,3.82
"9166",1.02,"Premium","F","SI2",62.5,60,4541,6.43,6.36,4
"39647",0.47,"Fair","G","SI1",58.4,60,1086,5.16,5.12,3
"700",0.78,"Very Good","H","VS1",61.9,57.1,2854,5.87,5.95,3.66
"37623",0.44,"Premium","I","VVS1",62.5,60,990,4.87,4.82,3.03
"42856",0.41,"Ideal","D","VVS2",62.1,56,1356,4.78,4.76,2.96
"26560",2.26,"Good","I","SI2",56.9,60,16241,8.73,8.66,4.95
"47952",0.71,"Premium","J","VS2",62.8,61,1917,5.71,5.63,3.56
"48616",0.75,"Premium","J","VS1",61.6,57,1998,5.88,5.84,3.61
"17682",1.44,"Very Good","H","SI2",58.2,61,7128,7.45,7.51,4.35
"28104",0.31,"Premium","F","SI1",60.6,60,663,4.37,4.34,2.64
"8012",1.15,"Premium","E","SI2",61.7,60,4328,6.78,6.7,4.16
"47058",0.61,"Good","G","VS2",61.2,62.8,1821,5.38,5.42,3.3
"30931",0.26,"Ideal","H","VS1",61.8,56,448,4.12,4.14,2.55
"52590",0.96,"Fair","G","SI2",66.8,61,2539,6.15,6.04,4.07
"53133",0.72,"Ideal","D","SI2",61.8,56,2618,5.75,5.78,3.56
"23918",1.52,"Very Good","G","VS2",62.9,60,12038,7.28,7.31,4.59
"1958",0.74,"Ideal","D","VS2",61.9,56,3087,5.84,5.79,3.6
"3599",0.9,"Good","D","SI2",63.5,62,3425,6.09,6.13,3.88
"7621",1.01,"Good","D","SI2",63.1,54,4260,6.37,6.43,4.04
"7736",0.34,"Good","F","SI1",61.9,56,581,4.5,4.52,2.79
"14344",1.22,"Ideal","I","SI1",60.2,57,5807,6.99,6.93,4.19
"50732",0.72,"Ideal","G","SI2",62.3,54,2295,5.76,5.79,3.6
"41774",0.55,"Premium","H","SI2",62.4,56,1246,5.23,5.2,3.25
"9130",0.9,"Fair","F","VS2",59.5,67,4536,6.29,6.24,3.73
"22922",1.25,"Very Good","G","VVS1",60.6,60,10962,6.92,6.95,4.2
"50060",0.57,"Ideal","E","VS2",61,54,2202,5.39,5.43,3.3
"31164",0.41,"Very Good","E","SI1",61.4,56,755,4.77,4.81,2.94
"30492",0.31,"Ideal","D","SI1",61.7,57,732,4.38,4.34,2.69
"488",0.7,"Premium","E","VS1",60.8,60,2822,5.74,5.71,3.48
"33205",0.39,"Ideal","I","VVS1",62.5,53.1,820,4.68,4.7,2.93
"951",0.5,"Ideal","E","VVS2",62.2,54,2889,5.08,5.12,3.17
"34623",0.31,"Premium","E","VS2",60.6,59,872,4.39,4.36,2.65
"10282",0.96,"Very Good","F","SI1",62.1,62,4755,6.24,6.32,3.9
"49725",0.7,"Good","E","SI1",57.8,62,2150,5.79,5.84,3.36
"848",0.73,"Ideal","G","VVS2",61.3,57,2869,5.84,5.81,3.57
"4886",1.01,"Good","I","VS2",57.1,63,3717,6.6,6.56,3.76
"5262",1.12,"Very Good","E","SI2",60.9,63,3794,6.59,6.65,4.03
"22284",1.7,"Premium","H","VS2",59,58,10333,7.77,7.72,4.57
"15702",0.34,"Ideal","G","SI1",62.7,57,607,4.51,4.48,2.82
"48408",0.61,"Very Good","H","VVS2",61.4,57,1970,5.46,5.5,3.36
"36448",0.31,"Ideal","D","VS2",62.1,54,942,4.37,4.33,2.7
"13469",1.04,"Ideal","E","SI2",62.3,55,5531,6.46,6.49,4.03
"20948",1.73,"Premium","J","SI1",61,59,9165,7.75,7.68,4.71
"46481",0.55,"Very Good","F","VS2",62.1,55.4,1777,5.25,5.27,3.26
"8684",1.11,"Ideal","I","SI2",61.9,57,4457,6.66,6.62,4.11
"44386",0.41,"Ideal","D","VVS1",62.3,55,1582,4.78,4.75,2.97
"32115",0.43,"Ideal","H","SI1",61.9,55,783,4.84,4.88,3.01
"29250",0.39,"Ideal","F","SI1",60.1,58,697,4.74,4.78,2.86
"32634",0.27,"Ideal","I","VVS2",62.1,55,459,4.17,4.2,2.6
"41289",0.59,"Very Good","G","SI2",60.6,56,1210,5.47,5.48,3.32
"19948",1.5,"Good","E","SI2",64.5,58,8492,7.06,7.11,4.57
"48411",0.51,"Very Good","E","VS1",61.8,54.7,1970,5.12,5.15,31.8
"40452",0.76,"Fair","H","I1",64.5,57,1140,5.79,5.76,3.73
"16353",0.3,"Premium","H","VS2",63,59,608,4.29,4.25,2.69
"33281",0.31,"Very Good","G","SI1",61.5,59,462,4.34,4.38,2.68
"26170",1.53,"Premium","G","VVS2",62.5,60,15505,7.34,7.31,4.58
"23680",1.22,"Ideal","F","VVS2",61.9,53,11730,6.9,6.92,4.28
"48109",0.5,"Ideal","G","VVS2",62.1,55,1935,5.09,5.05,3.15
"46916",0.57,"Ideal","G","VS1",61.6,55,1815,5.34,5.38,3.3
"20486",1.05,"Ideal","D","VS1",60.5,57,8820,6.61,6.58,3.99
"44967",0.7,"Premium","G","SI2",58.9,59,1636,5.73,5.7,3.37
"11918",1.21,"Ideal","I","SI1",62.4,55,5124,6.78,6.81,4.24
"43682",0.5,"Ideal","F","VS2",61.2,57,1436,5.1,5.13,3.13
"1048",0.71,"Ideal","F","VS1",61.9,56,2907,5.7,5.74,3.54
"4104",0.7,"Good","F","VVS1",61.2,61,3536,5.71,5.79,3.52
"5184",0.9,"Premium","G","SI1",61.3,60,3774,6.17,6.14,3.77
"42130",0.58,"Ideal","F","SI2",61.8,56,1279,5.42,5.39,3.34
"17712",0.41,"Ideal","J","VS2",62.4,53,613,4.79,4.83,3
"12473",1.08,"Premium","H","VS2",62.4,58,5250,6.56,6.49,4.07
"44006",0.3,"Good","J","VS1",63.4,55,394,4.25,4.3,2.71
"26033",0.32,"Ideal","F","VS2",61.3,57,645,4.37,4.4,2.69
"18694",0.29,"Ideal","E","VS1",61.2,56,619,4.27,4.29,2.61
"43488",0.51,"Premium","F","SI1",61.3,59,1421,5.19,5.15,3.17
"14240",1.09,"Ideal","F","SI1",62,56,5768,6.61,6.56,4.08
"39230",0.32,"Ideal","D","VVS1",61.3,57,1067,4.39,4.42,2.7
"31017",0.31,"Very Good","G","VVS1",61.5,55,749,4.36,4.4,2.69
"22920",1.51,"Ideal","H","VS2",62.5,55,10959,7.34,7.29,4.57
"36820",0.7,"Fair","G","I1",65.2,58,956,5.57,5.49,3.61
"15996",1.06,"Premium","F","VS2",62.3,58,6399,6.56,6.51,4.07
"8468",1.08,"Very Good","E","SI2",59.8,59,4415,6.65,6.73,4
"11404",1,"Very Good","H","VS2",63.3,53,5000,6.42,6.37,4.05
"50422",0.57,"Ideal","G","VVS1",62,55,2259,5.33,5.35,3.31
"22437",1.2,"Ideal","G","VVS2",62.2,53,10463,6.8,6.84,4.24
"496",0.71,"Premium","D","SI1",62.7,60,2822,5.71,5.67,3.57
"31931",0.3,"Ideal","F","VS2",62,54,776,4.34,4.31,2.68
"2807",1.11,"Premium","H","I1",61,59,3263,6.67,6.61,4.05
"34221",0.4,"Ideal","H","SI1",62,56,855,4.74,4.68,2.92
"45135",0.56,"Premium","H","VS1",59.8,62,1653,5.36,5.31,3.19
"1030",0.62,"Ideal","E","VVS2",62,56,2904,5.48,5.52,3.41
"19352",0.31,"Ideal","E","VS2",61.8,56,622,4.35,4.37,2.69
"12220",1,"Premium","F","SI1",61.2,58,5197,6.4,6.44,3.93
"49305",0.24,"Ideal","F","VVS2",61.5,56,540,3.99,4.01,2.46
"15413",1.51,"Premium","I","SI2",61.3,55,6173,7.41,7.36,4.53
"1564",0.75,"Very Good","E","SI1",61.1,59,3005,5.85,5.9,3.59
"8611",1.02,"Good","E","SI1",63.1,57,4443,6.37,6.43,4.04
"3974",0.9,"Good","E","SI1",63.8,56,3510,6.09,6.17,3.91
"39378",0.52,"Ideal","H","SI1",62.3,54,1074,5.15,5.18,3.22
"1056",0.25,"Premium","E","VS1",60.7,59,558,4.13,4.11,2.5
"39324",0.51,"Very Good","J","SI1",63.3,56,1071,5.12,5.02,3.21
"6014",0.88,"Ideal","D","SI2",62.2,56,3962,6.12,6.16,3.82
"39442",0.41,"Ideal","D","VS2",62.4,54,1076,4.78,4.74,2.97
"44290",0.52,"Very Good","I","VVS1",63.1,58,1577,5.13,5.1,3.23
"34492",0.43,"Premium","G","VS2",61.1,58,867,4.84,4.88,2.97
"9934",1.01,"Very Good","H","VS2",63.3,58,4692,6.33,6.27,3.99
"4239",1,"Fair","E","SI2",65.1,59,3575,6.3,6.23,4.08
"15127",1.32,"Very Good","J","VS2",62.1,57,6079,7.01,7.04,4.36
"45376",0.7,"Very Good","I","VS2",62.2,59,1666,5.64,5.71,3.53
"36320",0.32,"Ideal","G","VVS2",61.8,55,936,4.43,4.41,2.73
"43881",0.59,"Very Good","F","SI1",62.4,59,1452,5.33,5.37,3.34
"5313",0.9,"Ideal","E","SI2",62.1,56,3804,6.25,6.19,3.86
"20221",1.74,"Premium","H","SI1",61.6,59,8653,7.7,7.62,4.72
"19195",1,"Very Good","G","VVS1",60.7,58,7945,6.46,6.53,3.94
"22168",1.56,"Ideal","F","SI2",61.6,56,10210,7.41,7.45,4.58
"18103",1.51,"Premium","H","SI2",63,59,7321,7.26,7.16,4.54
"29142",0.31,"Ideal","D","VS2",60.8,56,692,4.39,4.42,2.68
"44344",0.56,"Very Good","G","VS2",62.5,57,1580,5.25,5.28,3.29
"26136",1.61,"Ideal","F","VS2",62.9,56,15426,7.52,7.46,4.71
"13727",0.27,"Ideal","E","VS2",62.7,55,603,4.18,4.15,2.61
"20692",1.09,"Ideal","G","VVS2",61.5,57,8970,6.62,6.65,4.08
"25486",2.16,"Good","I","VS2",63.6,56,14266,8.18,8.12,5.18
"5689",1.01,"Very Good","H","SI2",60.6,61,3888,6.38,6.45,3.89
"25569",2,"Premium","D","SI2",61,58,14406,8.06,7.97,4.89
"53189",0.57,"Ideal","E","VVS1",62.3,53.5,2632,5.29,5.33,3.31
"22575",1.52,"Premium","D","SI2",59.8,60,10623,7.5,7.42,4.46
"39961",0.5,"Good","J","VVS2",64.1,57,1105,5,4.95,3.19
"20408",1.5,"Ideal","F","SI1",60.9,56,8770,7.43,7.36,4.5
"47005",0.53,"Ideal","F","VS1",60.4,57,1818,5.25,5.22,3.16
"2123",0.77,"Ideal","G","VS1",62.4,54,3121,5.93,5.89,3.69
"43196",0.42,"Ideal","G","IF",62.4,57,1394,4.79,4.82,3
"40477",0.52,"Very Good","J","VS2",60.7,56,1141,5.19,5.23,3.16
"35536",0.34,"Premium","F","VS1",60,59,905,4.59,4.55,2.74
"7678",0.74,"Good","D","VVS1",59.2,62.6,4274,5.85,5.87,3.47
"39552",0.32,"Ideal","G","VVS1",62.4,55,1080,4.38,4.37,2.73
"26197",2.01,"Very Good","G","SI2",63.3,58,15563,8.01,8.05,5.08
"25410",2.23,"Premium","J","SI1",62.4,59,14129,8.33,8.36,5.21
"38583",0.4,"Premium","G","VS1",60,57,1035,4.83,4.74,2.87
"9112",0.9,"Ideal","G","VS1",61.6,56.3,4531,6.22,6.3,3.86
"14623",1.21,"Ideal","H","VS1",62,57,5902,6.79,6.75,4.19
"5624",1.03,"Fair","E","SI2",65.3,59,3876,6.3,6.25,4.1
"13504",1.01,"Very Good","D","SI1",61.5,61,5542,6.37,6.47,3.95
"36921",0.41,"Premium","G","VS1",62.3,56,961,4.8,4.77,2.98
"6073",0.9,"Ideal","H","SI1",61.1,58,3967,6.24,6.19,3.79
"12340",1.02,"Premium","G","SI1",58.9,59,5226,6.59,6.55,3.87
"27203",2.32,"Ideal","I","SI2",62,57,17516,8.45,8.49,5.25
"7325",1.01,"Ideal","G","SI2",62.1,59,4209,6.45,6.41,3.99
"2804",0.71,"Ideal","D","SI1",60.9,57,3262,5.75,5.79,3.51
"39865",0.39,"Ideal","G","IF",61.9,54,1101,4.67,4.73,2.91
"27139",1.67,"Ideal","F","VS2",61.8,57,17351,7.62,7.58,4.7
"14705",0.3,"Ideal","F","VS2",60.7,57,605,4.29,4.34,2.62
"7910",1.07,"Premium","I","SI1",60.7,61,4314,6.6,6.55,3.99
"2683",0.72,"Ideal","F","SI1",60.2,57,3242,5.83,5.86,3.52
"41550",0.42,"Ideal","G","VVS1",61.1,56,1235,4.84,4.82,2.95
"28432",0.3,"Ideal","D","VS2",61.3,56,670,4.32,4.36,2.66
"9697",0.32,"Premium","D","SI1",61.4,58,589,4.38,4.42,2.7
"3313",0.9,"Very Good","D","SI2",61,61,3371,6.15,6.17,3.76
"7072",0.33,"Ideal","I","VVS2",62.4,57,579,4.41,4.44,2.76
"49253",0.71,"Ideal","H","SI2",62.1,56,2086,5.76,5.71,3.56
"9277",1.01,"Very Good","D","SI2",61.4,60,4564,6.33,6.38,3.9
"5517",0.72,"Ideal","G","VVS2",61.9,57,3849,5.72,5.75,3.55
"44264",0.53,"Very Good","D","SI1",61.2,54,1576,5.23,5.26,3.21
"21171",1.7,"Premium","F","SI2",58.5,60,9330,7.87,7.8,4.58
"14056",0.3,"Very Good","G","VS1",62.3,59,605,4.27,4.3,2.67
"6868",0.91,"Premium","H","VS2",61.9,59,4128,6.23,6.18,3.84
"33556",0.41,"Ideal","J","VS1",60.2,57,830,4.85,4.81,2.91
"17956",1.02,"Very Good","F","VS1",61.9,59,7257,6.38,6.44,3.97
"13540",1.12,"Premium","E","SI1",58.8,61,5547,6.8,6.74,3.98
"11322",1.12,"Ideal","I","VS2",62.8,55,4986,6.69,6.66,4.19
"42421",0.51,"Premium","G","SI1",60.3,61,1312,5.19,5.12,3.11
"22998",2.3,"Premium","I","SI2",61.3,58,11051,8.53,8.46,5.21
"40984",0.5,"Ideal","E","SI2",62.8,55,1181,5.08,5.05,3.18
"30711",0.33,"Ideal","E","VS2",61.3,55,738,4.46,4.5,2.75
"31738",0.41,"Good","E","VS2",58.1,59,772,4.89,4.95,2.86
"47202",0.5,"Ideal","G","VVS2",61.4,57,1838,5.1,5.13,3.14
"19202",1.56,"Fair","G","SI2",64.8,59,7950,7.38,7.19,4.72
"44350",0.56,"Ideal","G","VS2",61.7,56,1580,5.3,5.34,3.28
"13157",1.01,"Good","D","SI1",61.7,62,5443,6.3,6.34,3.9
"9598",1.04,"Ideal","F","SI2",61.8,56,4630,6.53,6.49,4.02
"14266",1.02,"Very Good","D","SI1",63.3,60,5778,6.33,6.38,4.02
"9337",1,"Ideal","H","SI2",62,55,4580,6.39,6.43,3.98
"52839",0.74,"Premium","G","VS1",59.5,58,2574,5.95,5.89,3.52
"7293",0.91,"Premium","H","VS2",61.9,59,4201,6.18,6.23,3.84
"36158",0.33,"Ideal","E","VS2",62.6,57,928,4.42,4.37,2.75
"31801",0.36,"Ideal","D","VS2",62.5,55,773,4.55,4.57,2.85
"1554",0.76,"Ideal","E","SI1",61.5,56,3003,5.89,5.91,3.63
"11508",1.01,"Ideal","I","SI1",62.5,56,5020,6.4,6.36,3.99
"53211",0.77,"Very Good","G","SI1",58.4,63,2635,5.95,6.03,3.5
"49463",0.72,"Ideal","H","SI2",61.4,55,2112,5.81,5.78,3.56
"44953",0.5,"Ideal","D","VS2",62.4,55,1635,5.1,5.13,3.19
"24722",1.39,"Ideal","G","IF",60.6,55,13061,7.27,7.21,4.39
"10262",1.01,"Good","E","SI2",63.7,58,4751,6.36,6.32,4.04
"10277",1,"Very Good","D","SI2",62.8,58,4753,6.33,6.37,3.99
"46129",0.51,"Ideal","F","VS1",62.1,56,1744,5.13,5.15,3.19
"9604",1.01,"Good","F","SI1",57.4,57,4632,6.52,6.48,3.73
"6362",0.32,"Premium","I","VS2",62.8,58,576,4.37,4.33,2.73
"26409",2.01,"Very Good","H","VS1",63.5,53,15930,8.04,7.97,5.08
"49853",0.71,"Very Good","G","SI2",62.4,59,2171,5.68,5.7,3.55
"3727",0.3,"Good","D","VS2",63.1,58,568,4.26,4.3,2.7
"41828",0.42,"Ideal","G","IF",62,57,1251,4.8,4.82,2.98
"48916",0.63,"Ideal","D","SI1",62.8,57,2041,5.49,5.46,3.44
"43262",0.3,"Very Good","J","VS1",63.4,57,506,4.26,4.23,2.69
"51252",0.7,"Ideal","F","SI2",62,56,2355,5.68,5.71,3.53
"29890",0.3,"Very Good","D","VS2",62,58,710,4.29,4.32,2.67
"35805",0.34,"Ideal","D","VS1",60.3,57,914,4.52,4.55,2.73
"9",0.22,"Fair","E","VS2",65.1,61,337,3.87,3.78,2.49
"45285",0.52,"Ideal","G","VS1",61.2,56,1662,5.19,5.22,3.18
"61",0.35,"Ideal","I","VS1",60.9,57,552,4.54,4.59,2.78
"10354",0.91,"Fair","E","VS1",64.5,58,4770,6.14,6.1,3.95
"8314",1,"Good","H","SI1",61.2,62,4389,6.32,6.36,3.88
"23011",0.35,"Premium","E","SI2",61.5,59,630,4.56,4.52,2.79
"11217",0.9,"Very Good","F","VS1",62.4,59,4961,6.1,6.15,3.82
"51419",0.72,"Ideal","H","SI2",61.3,56,2372,5.75,5.77,3.53
"52876",0.53,"Good","E","VVS2",63.4,61,2582,5.11,5.18,3.26
"20864",1.59,"Premium","E","SI2",60.5,59,9082,7.59,7.55,4.58
"43094",0.46,"Ideal","H","IF",62.3,54,1382,4.94,4.98,3.09
"2545",0.7,"Ideal","G","VS1",61.2,56,3206,5.71,5.75,3.5
"31883",0.3,"Premium","G","VS1",59.6,59,776,4.38,4.34,2.6
"33432",0.32,"Premium","G","VS1",62.1,56,828,4.43,4.4,2.74
"3089",0.84,"Good","G","VS1",63.6,57,3316,5.98,5.93,3.79
"13620",0.95,"Very Good","G","VS1",59.9,58,5572,6.37,6.41,3.83
"47795",0.71,"Ideal","J","VS2",62.4,54,1899,5.72,5.76,3.58
"34512",0.33,"Ideal","E","VVS2",61.2,57,868,4.45,4.47,2.73
"35964",0.28,"Ideal","H","VS1",62.2,54,476,4.18,4.21,2.61
"32566",0.38,"Ideal","F","VS2",62,56,800,4.63,4.66,2.88
"23388",0.3,"Good","I","IF",63.3,56,631,4.21,4.26,2.68
"25100",1.76,"Premium","H","VS2",62.2,60,13626,7.72,7.68,4.79
"2583",0.92,"Ideal","J","VS2",61.1,57,3215,6.31,6.22,3.83
"17520",1.21,"Ideal","H","VS1",60.5,57,7047,6.91,6.88,4.17
"22898",1.51,"Ideal","E","SI2",60.5,57,10935,7.38,7.42,4.48
"51202",0.72,"Ideal","I","SI1",61.3,56,2351,5.78,5.81,3.55
"37527",0.31,"Ideal","E","IF",61.9,54,987,4.38,4.41,2.72
"20106",1.01,"Premium","F","VVS2",59.3,60,8579,6.52,6.5,3.86
"34969",0.23,"Very Good","E","VVS1",61.9,58,472,3.94,3.98,2.45
"13857",1,"Premium","F","SI1",61.9,60,5645,6.39,6.34,3.94
"20082",1.21,"Ideal","F","VS2",62.9,54,8557,6.82,6.78,4.28
"20460",1.71,"Fair","I","SI2",65.1,60,8800,7.5,7.46,4.87
"17970",1.01,"Ideal","G","VS1",62.1,54,7262,6.41,6.43,3.99
"2649",0.59,"Very Good","D","VVS1",61.8,57,3234,5.37,5.41,3.33
"870",0.7,"Ideal","D","SI1",61.4,54,2872,5.71,5.75,3.52
"20642",1.5,"Very Good","H","SI1",62.9,57,8931,7.24,7.28,4.57
"41889",0.41,"Ideal","G","IF",61.6,55,1259,4.78,4.83,2.96
"16338",1.1,"Ideal","G","VS2",62,56,6534,6.6,6.68,4.12
"19559",1.5,"Premium","I","SI1",58.6,62,8190,7.46,7.43,4.36
"26401",2.01,"Premium","H","SI2",63,59,15917,7.93,7.9,4.99
"21821",1.51,"Ideal","I","VS2",61.6,54,9891,7.38,7.42,4.57
"875",0.84,"Good","G","SI1",65.1,55,2872,5.88,5.97,3.86
"21660",1.21,"Premium","G","VVS2",62.5,55,9757,6.84,6.8,4.26
"20473",1.59,"Ideal","I","SI2",60.5,55.1,8814,7.55,7.62,4.59
"17010",1.52,"Premium","I","VS2",61.7,61,6793,7.35,7.3,4.52
"9783",0.98,"Ideal","G","SI1",62.3,56,4665,6.37,6.34,3.96
"49767",0.5,"Premium","F","VVS2",63,57,2160,5.05,5.01,3.17
"13004",1.07,"Ideal","F","SI2",61.6,57,5405,6.56,6.53,4.03
"32607",0.31,"Premium","H","VVS2",61.2,60,802,4.39,4.37,2.68
"26766",2.06,"Premium","G","SI2",61.8,58,16587,8.15,8.1,5.02
"25888",2.1,"Premium","I","SI1",61.5,57,15007,8.25,8.21,5.06
"34252",0.46,"Fair","I","VS2",66.8,55,855,4.82,4.77,3.2
"1539",0.9,"Ideal","I","SI2",62,56,3001,6.16,6.2,3.83
"48330",0.34,"Premium","H","SI2",58.6,62,536,4.62,4.6,2.7
"8311",1,"Good","H","SI1",63.4,56,4389,6.34,6.37,4.03
"15990",1.01,"Good","E","VS2",63.3,58,6399,6.35,6.38,4.03
"50539",0.77,"Ideal","G","SI2",61.2,57,2275,5.94,5.98,3.65
"10637",1.2,"Ideal","J","SI1",61.6,57,4831,6.79,6.87,4.21
"3212",0.7,"Premium","F","VVS1",61.8,60,3348,5.67,5.63,3.49
"10695",1.03,"Ideal","E","SI2",62.3,56,4845,6.52,6.44,4.04
"32898",0.36,"Ideal","E","SI1",62,57,810,4.57,4.53,2.82
"40994",0.63,"Premium","J","SI1",61.9,59,1181,5.49,5.47,3.39
"1695",0.92,"Fair","I","VS2",64.4,58,3033,6.13,6.1,3.94
"26500",2.01,"Very Good","H","SI2",63.4,57,16111,8,7.93,5.05
"27661",2.01,"Good","H","VS2",63.3,55,18640,7.87,7.94,5
"37400",0.37,"Ideal","D","VVS2",60.5,57,983,4.65,4.68,2.82
"43343",0.51,"Good","F","SI1",63.6,58,1406,5.08,5.05,3.22
"16721",0.3,"Ideal","H","VVS2",62.3,54.4,610,4.28,4.32,2.68
"49805",0.73,"Fair","F","SI2",59.2,64,2164,5.92,5.83,3.48
"53350",0.7,"Premium","F","SI1",58.6,59,2657,5.83,5.78,3.4
"118",0.71,"Ideal","G","VS2",62.4,54,2762,5.72,5.76,3.58
"1485",0.74,"Ideal","D","SI1",61.5,56,2987,5.8,5.84,3.58
"35889",0.32,"Ideal","G","IF",61.1,57,918,4.41,4.43,2.7
"44780",0.59,"Ideal","G","VS2",62.9,56,1622,5.35,5.33,3.36
"956",0.8,"Ideal","F","SI1",61.5,54,2890,6.07,6,3.71
"50086",0.71,"Very Good","G","SI1",62.4,57,2206,5.66,5.69,3.54
"44772",0.42,"Ideal","D","VVS1",61.6,56,1621,4.82,4.79,2.96
"39016",0.43,"Very Good","G","VVS2",62.3,60,1056,4.78,4.85,3
"24444",1.25,"Ideal","F","VVS1",62.2,56,12698,6.93,6.89,4.3
"12215",1.06,"Ideal","H","SI1",61.4,55,5194,6.62,6.58,4.05
